"dt","state","orders","buyers","item_gmv","paid_gmv","aov","avg_delivery_days","ontime_rate","bad_review_rate"
"2016-10-10",SP,10,10,882.88,882.88,88.288000,14.1000,1.0000,0.3000
"2016-12-23",PR,1,1,19.62,19.62,19.620000,4.0000,1.0000,0.0000
"2017-01-05",BA,1,1,91.92,91.92,91.920000,7.0000,1.0000,0.0000
"2017-01-05",ES,1,1,50.95,50.95,50.950000,7.0000,1.0000,0.0000
"2017-01-05",PR,29,15,539.98,539.98,18.620000,11.0000,1.0000,0.0000
"2017-01-05",SP,1,1,24.42,24.42,24.420000,6.0000,1.0000,0.0000
"2017-01-06",MG,2,2,300.12,300.12,150.060000,6.0000,1.0000,0.0000
"2017-01-06",RN,1,1,666.71,666.71,666.710000,10.0000,1.0000,0.0000
"2017-01-06",SP,1,1,21.45,21.45,21.450000,5.0000,1.0000,0.0000
"2017-01-07",MG,1,1,389.43,389.43,389.430000,10.0000,1.0000,0.0000
"2017-01-07",PR,1,1,846.52,846.52,846.520000,17.0000,1.0000,1.0000
"2017-01-07",RJ,1,1,164.21,164.21,164.210000,9.0000,1.0000,0.0000
"2017-01-07",SP,1,1,47.83,47.83,47.830000,58.0000,0.0000,1.0000
"2017-01-08",RJ,2,2,109.69,109.69,54.845000,6.0000,1.0000,0.0000
"2017-01-08",SC,1,1,256.79,256.79,256.790000,8.0000,1.0000,0.0000
"2017-01-08",SP,1,1,141.37,141.37,141.370000,10.0000,1.0000,0.0000
"2017-01-09",MG,1,1,367.65,367.65,367.650000,3.0000,1.0000,0.0000
"2017-01-09",PR,1,1,16.62,16.62,16.620000,7.0000,1.0000,0.0000
"2017-01-09",RJ,2,2,238.87,238.87,119.435000,48.5000,0.0000,0.5000
"2017-01-09",SP,1,1,151.37,151.37,151.370000,8.0000,1.0000,1.0000
"2017-01-10",ES,1,1,82.19,82.19,82.190000,12.0000,1.0000,0.0000
"2017-01-10",RJ,2,2,784.22,784.22,392.110000,12.0000,1.0000,0.5000
"2017-01-10",SC,1,1,191.40,191.40,191.400000,9.0000,1.0000,1.0000
"2017-01-10",SE,1,1,88.29,88.29,88.290000,10.0000,1.0000,0.0000
"2017-01-10",SP,1,1,425.07,425.07,425.070000,16.0000,1.0000,0.0000
"2017-01-11",MG,4,4,1141.37,1141.37,285.342500,5.5000,1.0000,0.2500
"2017-01-11",PR,1,1,117.27,117.27,117.270000,6.0000,1.0000,0.0000
"2017-01-11",RJ,1,1,424.04,424.04,424.040000,12.0000,1.0000,0.0000
"2017-01-11",RS,1,1,26.64,26.64,26.640000,6.0000,1.0000,0.0000
"2017-01-11",SC,1,1,229.65,229.65,229.650000,7.0000,1.0000,0.0000
"2017-01-11",SP,2,2,159.81,159.81,79.905000,8.0000,1.0000,0.0000
"2017-01-12",CE,1,1,58.74,58.74,58.740000,103.0000,0.0000,1.0000
"2017-01-12",GO,1,1,366.26,366.26,366.260000,32.0000,1.0000,0.0000
"2017-01-12",MG,3,3,549.74,549.74,183.246667,15.0000,1.0000,0.0000
"2017-01-12",PA,1,1,84.81,84.81,84.810000,26.0000,1.0000,0.0000
"2017-01-12",PR,1,1,50.86,50.86,50.860000,7.0000,1.0000,0.0000
"2017-01-12",SP,5,5,609.94,609.94,121.988000,14.4000,0.8000,0.4000
"2017-01-13",CE,1,1,305.44,305.44,305.440000,12.0000,1.0000,0.0000
"2017-01-13",DF,1,1,149.62,149.62,149.620000,12.0000,1.0000,0.0000
"2017-01-13",MG,4,4,1029.46,1029.46,257.365000,10.0000,1.0000,0.2500
"2017-01-13",SC,1,1,517.59,517.59,517.590000,7.0000,1.0000,0.0000
"2017-01-13",SP,3,3,710.75,710.75,236.916667,6.0000,1.0000,0.0000
"2017-01-14",DF,3,3,166.95,166.95,55.650000,27.6667,0.6667,0.0000
"2017-01-14",GO,1,1,50.95,50.95,50.950000,10.0000,1.0000,0.0000
"2017-01-14",MG,4,4,245.21,253.00,61.302500,10.2500,1.0000,0.0000
"2017-01-14",RJ,2,2,285.51,285.51,142.755000,17.5000,1.0000,0.5000
"2017-01-14",SP,6,5,404.67,404.67,67.445000,10.8333,1.0000,0.1667
"2017-01-15",BA,1,1,374.28,374.28,374.280000,11.0000,1.0000,1.0000
"2017-01-15",DF,1,1,54.95,54.95,54.950000,15.0000,1.0000,0.0000
"2017-01-15",MG,2,2,469.08,469.08,234.540000,18.0000,1.0000,0.0000
"2017-01-15",PR,1,1,429.70,429.70,429.700000,9.0000,1.0000,0.0000
"2017-01-15",RJ,3,2,402.92,402.92,134.306667,10.6667,1.0000,0.0000
"2017-01-15",RS,1,1,169.40,169.40,169.400000,11.0000,1.0000,0.0000
"2017-01-15",SC,2,2,304.01,304.01,152.005000,19.5000,1.0000,0.0000
"2017-01-15",SP,3,3,347.00,347.00,115.666667,5.3333,1.0000,0.0000
"2017-01-16",BA,1,1,93.72,93.72,93.720000,9.0000,1.0000,0.0000
"2017-01-16",DF,1,1,201.58,201.58,201.580000,9.0000,1.0000,0.0000
"2017-01-16",GO,1,1,125.82,125.82,125.820000,10.0000,1.0000,0.0000
"2017-01-16",MG,3,3,1030.48,1034.32,343.493333,7.0000,1.0000,0.0000
"2017-01-16",RJ,1,1,97.80,97.80,97.800000,36.0000,1.0000,0.0000
"2017-01-16",RN,1,1,190.28,190.28,190.280000,11.0000,1.0000,0.0000
"2017-01-16",RS,2,2,100.56,100.56,50.280000,10.0000,1.0000,0.5000
"2017-01-16",SP,8,7,1824.30,1824.30,228.037500,11.2500,1.0000,0.1250
"2017-01-17",BA,2,2,254.19,254.19,127.095000,11.5000,1.0000,0.0000
"2017-01-17",MG,3,3,332.26,332.26,110.753333,10.6667,1.0000,0.0000
"2017-01-17",PA,1,1,406.14,406.14,406.140000,9.0000,1.0000,0.0000
"2017-01-17",PB,1,1,84.52,84.52,84.520000,9.0000,1.0000,0.0000
"2017-01-17",PR,1,1,175.85,175.85,175.850000,5.0000,1.0000,0.0000
"2017-01-17",RJ,8,7,522.62,522.62,65.327500,11.7500,1.0000,0.0000
"2017-01-17",RS,1,1,367.56,367.56,367.560000,9.0000,1.0000,0.0000
"2017-01-17",SC,1,1,60.46,60.46,60.460000,12.0000,1.0000,0.0000
"2017-01-17",SP,14,14,1690.01,1690.01,120.715000,10.0714,1.0000,0.1429
"2017-01-18",ES,2,2,158.46,158.46,79.230000,17.5000,1.0000,0.0000
"2017-01-18",MG,4,4,562.51,562.51,140.627500,7.5000,1.0000,0.0000
"2017-01-18",MT,1,1,121.62,121.62,121.620000,11.0000,1.0000,1.0000
"2017-01-18",PE,2,2,574.05,574.05,287.025000,14.0000,1.0000,0.0000
"2017-01-18",PI,1,1,69.94,69.94,69.940000,21.0000,1.0000,0.0000
"2017-01-18",RJ,5,5,415.84,415.84,83.168000,13.4000,1.0000,0.2000
"2017-01-18",RN,1,1,70.51,70.51,70.510000,11.0000,1.0000,0.0000
"2017-01-18",RS,2,2,72.61,72.61,36.305000,12.0000,1.0000,0.0000
"2017-01-18",SC,2,2,326.05,326.05,163.025000,9.5000,1.0000,0.0000
"2017-01-18",SP,10,10,1440.09,1440.09,144.009000,13.4000,0.9000,0.0000
"2017-01-19",DF,1,1,22.55,22.55,22.550000,10.0000,1.0000,1.0000
"2017-01-19",MG,7,7,1091.14,1091.14,155.877143,10.1429,1.0000,0.1429
"2017-01-19",PA,1,1,87.83,87.83,87.830000,10.0000,1.0000,0.0000
"2017-01-19",PE,1,1,689.87,689.87,689.870000,17.0000,1.0000,0.0000
"2017-01-19",PR,1,1,44.02,44.02,44.020000,62.0000,0.0000,1.0000
"2017-01-19",RJ,2,2,187.22,187.22,93.610000,11.0000,1.0000,0.0000
"2017-01-19",RN,1,1,182.64,182.64,182.640000,7.0000,1.0000,0.0000
"2017-01-19",RS,1,1,108.60,108.60,108.600000,18.0000,1.0000,0.0000
"2017-01-19",SP,14,13,1726.29,1726.29,123.306429,9.1429,1.0000,0.0714
"2017-01-20",ES,2,2,439.01,439.01,219.505000,10.5000,1.0000,0.0000
"2017-01-20",GO,1,1,370.68,370.68,370.680000,13.0000,1.0000,0.0000
"2017-01-20",MG,4,4,559.93,559.93,139.982500,17.5000,1.0000,0.0000
"2017-01-20",PI,1,1,221.85,221.85,221.850000,17.0000,1.0000,0.0000
"2017-01-20",PR,1,1,497.74,497.74,497.740000,4.0000,1.0000,1.0000
"2017-01-20",RJ,2,2,171.03,171.03,85.515000,22.0000,1.0000,0.0000
"2017-01-20",RS,2,2,139.25,139.25,69.625000,11.5000,1.0000,0.0000
"2017-01-20",SC,1,1,751.05,751.05,751.050000,10.0000,1.0000,0.0000
"2017-01-20",SP,14,14,1505.51,1505.51,107.536429,8.5000,1.0000,0.0000
"2017-01-21",AC,2,1,723.14,723.15,361.570000,20.0000,1.0000,1.0000
"2017-01-21",DF,1,1,76.11,76.11,76.110000,10.0000,1.0000,0.0000
"2017-01-21",GO,2,1,129.79,129.79,64.895000,6.0000,1.0000,0.0000
"2017-01-21",MA,1,1,77.52,77.52,77.520000,18.0000,1.0000,0.0000
"2017-01-21",MG,2,2,525.11,525.11,262.555000,13.0000,1.0000,0.0000
"2017-01-21",PA,1,1,159.11,159.11,159.110000,18.0000,1.0000,0.0000
"2017-01-21",PE,1,1,169.90,169.90,169.900000,18.0000,1.0000,0.0000
"2017-01-21",RJ,3,3,235.50,235.50,78.500000,12.3333,1.0000,0.3333
"2017-01-21",RS,1,1,44.95,44.95,44.950000,18.0000,1.0000,0.0000
"2017-01-21",SC,1,1,46.02,46.02,46.020000,16.0000,1.0000,0.0000
"2017-01-21",SP,7,7,710.72,710.70,101.531429,8.2857,1.0000,0.2857
"2017-01-22",CE,1,1,73.61,73.61,73.610000,14.0000,1.0000,0.0000
"2017-01-22",DF,1,1,102.15,102.15,102.150000,16.0000,1.0000,1.0000
"2017-01-22",MG,4,4,496.42,496.42,124.105000,7.0000,1.0000,0.0000
"2017-01-22",MS,1,1,170.36,170.36,170.360000,11.0000,1.0000,0.0000
"2017-01-22",PR,1,1,133.09,133.09,133.090000,8.0000,1.0000,0.0000
"2017-01-22",RJ,5,5,590.68,590.68,118.136000,9.8000,1.0000,0.0000
"2017-01-22",RS,1,1,267.27,267.27,267.270000,10.0000,1.0000,0.0000
"2017-01-22",SC,1,1,80.55,80.55,80.550000,16.0000,1.0000,0.0000
"2017-01-22",SP,15,15,2227.74,2227.74,148.516000,7.2000,1.0000,0.1333
"2017-01-23",GO,1,1,374.28,374.28,374.280000,8.0000,1.0000,0.0000
"2017-01-23",MG,4,4,1266.04,1266.04,316.510000,7.5000,1.0000,0.0000
"2017-01-23",MT,1,1,343.88,343.88,343.880000,16.0000,1.0000,1.0000
"2017-01-23",PA,1,1,44.74,44.74,44.740000,14.0000,1.0000,0.0000
"2017-01-23",PI,1,1,139.69,139.69,139.690000,14.0000,1.0000,0.0000
"2017-01-23",PR,2,2,136.94,136.94,68.470000,24.5000,0.5000,1.0000
"2017-01-23",RJ,7,7,1784.42,1784.42,254.917143,12.1429,1.0000,0.2857
"2017-01-23",RS,2,2,94.00,94.00,47.000000,8.0000,1.0000,0.5000
"2017-01-23",SC,1,1,78.84,78.84,78.840000,92.0000,0.0000,0.0000
"2017-01-23",SP,15,15,2584.48,2584.48,172.298667,7.6000,1.0000,0.2667
"2017-01-23",TO,1,1,374.28,374.28,374.280000,9.0000,1.0000,0.0000
"2017-01-24",BA,2,2,669.46,669.46,334.730000,13.5000,1.0000,1.0000
"2017-01-24",CE,1,1,96.65,96.65,96.650000,27.0000,1.0000,0.0000
"2017-01-24",GO,1,1,87.37,87.37,87.370000,24.0000,1.0000,0.0000
"2017-01-24",MA,1,1,74.11,74.11,74.110000,13.0000,1.0000,0.0000
"2017-01-24",MG,4,4,349.16,349.16,87.290000,9.0000,1.0000,0.0000
"2017-01-24",MT,2,2,327.00,327.00,163.500000,18.5000,1.0000,0.0000
"2017-01-24",PA,1,1,328.35,328.35,328.350000,13.0000,1.0000,0.0000
"2017-01-24",PE,1,1,186.49,186.49,186.490000,8.0000,1.0000,0.0000
"2017-01-24",PR,1,1,38.42,38.42,38.420000,15.0000,1.0000,0.0000
"2017-01-24",RJ,2,2,198.06,209.03,99.030000,10.5000,1.0000,0.0000
"2017-01-24",RS,3,3,444.70,444.70,148.233333,10.0000,1.0000,0.0000
"2017-01-24",SC,1,1,45.52,45.52,45.520000,12.0000,1.0000,0.0000
"2017-01-24",SE,1,1,167.32,167.32,167.320000,14.0000,1.0000,0.0000
"2017-01-24",SP,16,16,2628.02,2628.02,164.251250,8.1875,1.0000,0.1250
"2017-01-24",TO,1,1,302.58,302.58,302.580000,16.0000,1.0000,0.0000
"2017-01-25",AL,1,1,159.94,159.94,159.940000,15.0000,1.0000,1.0000
"2017-01-25",BA,5,5,764.06,764.06,152.812000,10.0000,1.0000,0.0000
"2017-01-25",GO,2,2,181.21,181.21,90.605000,10.0000,1.0000,0.0000
"2017-01-25",MA,2,2,190.28,190.28,95.140000,41.5000,0.5000,0.5000
"2017-01-25",MG,6,6,794.08,794.08,132.346667,10.0000,1.0000,0.5000
"2017-01-25",MT,1,1,476.34,476.34,476.340000,11.0000,1.0000,0.0000
"2017-01-25",PR,3,3,340.90,340.90,113.633333,10.6667,1.0000,0.3333
"2017-01-25",RJ,7,7,1153.88,1153.88,164.840000,10.4286,1.0000,0.0000
"2017-01-25",RO,1,1,491.36,491.36,491.360000,21.0000,1.0000,0.0000
"2017-01-25",RS,4,4,483.86,483.86,120.965000,14.5000,1.0000,0.2500
"2017-01-25",SP,25,25,3160.16,3160.14,126.406400,9.3200,1.0000,0.0800
"2017-01-26",BA,4,3,537.57,537.57,134.392500,13.5000,1.0000,0.0000
"2017-01-26",DF,3,3,437.84,437.84,145.946667,33.3333,0.6667,0.6667
"2017-01-26",ES,1,1,203.73,203.73,203.730000,6.0000,1.0000,0.0000
"2017-01-26",GO,1,1,156.58,156.58,156.580000,8.0000,1.0000,0.0000
"2017-01-26",MA,1,1,336.56,336.56,336.560000,19.0000,1.0000,0.0000
"2017-01-26",MG,11,11,1498.63,1498.63,136.239091,10.7273,1.0000,0.1818
"2017-01-26",MT,1,1,65.36,65.36,65.360000,12.0000,1.0000,0.0000
"2017-01-26",PR,3,3,201.57,201.57,67.190000,8.6667,1.0000,0.0000
"2017-01-26",RJ,9,9,2345.63,2345.63,260.625556,21.0000,0.7778,0.2222
"2017-01-26",RO,1,1,209.06,209.06,209.060000,19.0000,1.0000,0.0000
"2017-01-26",RS,14,12,2001.11,2001.11,142.936429,11.2143,1.0000,0.0000
"2017-01-26",SC,3,3,778.71,778.71,259.570000,15.0000,1.0000,0.0000
"2017-01-26",SP,30,30,6052.45,6052.45,201.748333,10.6333,0.9667,0.1000
"2017-01-27",BA,1,1,157.00,157.00,157.000000,19.0000,1.0000,0.0000
"2017-01-27",CE,1,1,102.90,102.90,102.900000,12.0000,1.0000,0.0000
"2017-01-27",ES,1,1,47.02,47.02,47.020000,24.0000,1.0000,0.0000
"2017-01-27",GO,2,2,1478.32,1478.32,739.160000,15.0000,1.0000,0.5000
"2017-01-27",MA,1,1,38.00,38.00,38.000000,12.0000,1.0000,0.0000
"2017-01-27",MG,9,9,1619.19,1619.19,179.910000,11.0000,1.0000,0.0000
"2017-01-27",MT,2,2,551.60,551.59,275.800000,16.0000,1.0000,0.5000
"2017-01-27",PA,2,2,126.05,126.05,63.025000,15.5000,1.0000,0.0000
"2017-01-27",PR,1,1,367.99,367.99,367.990000,12.0000,1.0000,0.0000
"2017-01-27",RJ,3,3,302.74,302.74,100.913333,14.6667,1.0000,0.3333
"2017-01-27",RO,1,1,125.09,125.09,125.090000,45.0000,1.0000,1.0000
"2017-01-27",RS,5,5,2910.74,2910.74,582.148000,14.8000,1.0000,0.0000
"2017-01-27",SC,1,1,109.90,109.90,109.900000,19.0000,1.0000,0.0000
"2017-01-27",SP,29,28,4521.61,4521.61,155.917586,9.5172,1.0000,0.1379
"2017-01-28",BA,3,3,835.49,835.49,278.496667,14.6667,1.0000,0.0000
"2017-01-28",DF,1,1,893.00,893.00,893.000000,15.0000,1.0000,0.0000
"2017-01-28",GO,2,2,188.30,188.30,94.150000,11.0000,1.0000,0.5000
"2017-01-28",MG,3,3,673.80,673.80,224.600000,13.0000,1.0000,0.0000
"2017-01-28",MT,1,1,36.99,36.99,36.990000,19.0000,1.0000,0.0000
"2017-01-28",PE,2,2,230.90,230.90,115.450000,27.5000,1.0000,0.0000
"2017-01-28",PI,1,1,710.00,710.00,710.000000,19.0000,1.0000,0.0000
"2017-01-28",PR,1,1,66.90,66.90,66.900000,12.0000,1.0000,0.0000
"2017-01-28",RJ,3,3,756.98,783.95,252.326667,11.3333,1.0000,0.0000
"2017-01-28",RS,4,4,498.67,498.67,124.667500,7.7500,1.0000,0.0000
"2017-01-28",SP,7,7,818.98,818.98,116.997143,7.4286,1.0000,0.1429
"2017-01-29",BA,1,1,117.96,117.96,117.960000,17.0000,1.0000,1.0000
"2017-01-29",GO,2,2,365.73,365.73,182.865000,9.5000,1.0000,0.0000
"2017-01-29",MG,3,3,547.89,547.89,182.630000,11.0000,1.0000,0.0000
"2017-01-29",PR,4,4,581.20,581.20,145.300000,9.7500,1.0000,0.2500
"2017-01-29",RJ,3,2,283.80,283.80,94.600000,6.6667,1.0000,0.0000
"2017-01-29",RN,1,1,157.99,157.99,157.990000,9.0000,1.0000,0.0000
"2017-01-29",RS,3,3,2186.89,2186.89,728.963333,19.6667,0.6667,0.3333
"2017-01-29",SC,2,2,295.30,295.30,147.650000,10.5000,1.0000,0.0000
"2017-01-29",SP,13,13,2057.00,2057.00,158.230769,16.0769,0.9231,0.0769
"2017-01-30",BA,1,1,114.10,114.10,114.100000,17.0000,1.0000,0.0000
"2017-01-30",CE,1,1,54.90,54.90,54.900000,9.0000,1.0000,0.0000
"2017-01-30",GO,1,1,783.00,783.00,783.000000,14.0000,1.0000,0.0000
"2017-01-30",MG,7,7,1417.26,1431.04,202.465714,12.4286,1.0000,0.1429
"2017-01-30",PA,2,2,285.89,285.89,142.945000,12.0000,1.0000,0.5000
"2017-01-30",PI,1,1,43.89,43.89,43.890000,3.0000,1.0000,0.0000
"2017-01-30",PR,4,4,409.79,409.79,102.447500,9.7500,1.0000,0.0000
"2017-01-30",RJ,8,7,986.80,986.80,123.350000,8.3750,1.0000,0.1250
"2017-01-30",RS,2,2,2952.99,2952.99,1476.495000,20.5000,1.0000,0.0000
"2017-01-30",SC,4,4,1048.28,1048.28,262.070000,16.5000,1.0000,0.0000
"2017-01-30",SP,17,16,3180.25,3180.25,187.073529,8.0000,1.0000,0.0000
"2017-01-31",AL,1,1,294.42,294.42,294.420000,15.0000,1.0000,0.0000
"2017-01-31",BA,2,2,315.62,315.62,157.810000,35.0000,0.5000,0.5000
"2017-01-31",CE,2,2,392.89,392.89,196.445000,11.5000,1.0000,0.0000
"2017-01-31",ES,1,1,29.42,29.42,29.420000,40.0000,0.0000,1.0000
"2017-01-31",MG,7,6,789.27,789.26,112.752857,9.5714,1.0000,0.1429
"2017-01-31",PB,1,1,378.61,378.61,378.610000,12.0000,1.0000,0.0000
"2017-01-31",PE,2,2,300.72,300.72,150.360000,27.5000,0.5000,0.5000
"2017-01-31",PI,2,2,268.61,268.61,134.305000,13.5000,1.0000,0.0000
"2017-01-31",PR,5,5,989.64,989.64,197.928000,9.6000,1.0000,0.0000
"2017-01-31",RJ,10,10,1560.27,1560.27,156.027000,10.9000,1.0000,0.0000
"2017-01-31",RS,3,2,270.14,270.14,90.046667,13.0000,1.0000,0.6667
"2017-01-31",SC,2,2,435.49,435.49,217.745000,10.5000,1.0000,0.0000
"2017-01-31",SE,2,2,126.17,126.17,63.085000,13.5000,1.0000,0.0000
"2017-01-31",SP,24,24,5666.89,5666.89,236.120417,11.5833,0.8750,0.0417
"2017-02-01",AL,1,1,539.85,539.85,539.850000,20.0000,1.0000,0.0000
"2017-02-01",BA,2,2,292.12,292.12,146.060000,12.5000,1.0000,0.0000
"2017-02-01",CE,1,1,167.10,167.10,167.100000,7.0000,1.0000,0.0000
"2017-02-01",DF,1,1,177.54,177.54,177.540000,5.0000,1.0000,0.0000
"2017-02-01",MA,1,1,66.51,66.51,66.510000,14.0000,1.0000,0.0000
"2017-02-01",MG,8,8,1054.49,1054.49,131.811250,12.0000,1.0000,0.2500
"2017-02-01",MT,1,1,70.28,70.28,70.280000,14.0000,1.0000,0.0000
"2017-02-01",PA,1,1,55.99,55.99,55.990000,14.0000,1.0000,0.0000
"2017-02-01",PB,1,1,140.34,140.34,140.340000,15.0000,1.0000,0.0000
